Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR1313126,RNA-Seq,100,5575948000,PRJNA251383,SAMN02821103,3756037086,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559777,GSM1401712,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:35:00Z,1,GSM1401712,ER+ Breast Cancer Primary Tumor,SRP042620,ER+ Breast Cancer Primary Tumor
SRR1313127,RNA-Seq,100,6379454100,PRJNA251383,SAMN02821094,4286386815,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559778,GSM1401713,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:38:00Z,1,GSM1401713,ER+ Breast Cancer Primary Tumor,SRP042620,ER+ Breast Cancer Primary Tumor
SRR1313128,RNA-Seq,100,6262098800,PRJNA251383,SAMN02821100,4152258378,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559779,GSM1401714,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:29:00Z,1,GSM1401714,ER+ Breast Cancer Primary Tumor,SRP042620,ER+ Breast Cancer Primary Tumor
SRR1313129,RNA-Seq,100,5074227700,PRJNA251383,SAMN02821104,3378569862,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559780,GSM1401715,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:28:00Z,1,GSM1401715,ER+ Breast Cancer Primary Tumor,SRP042620,ER+ Breast Cancer Primary Tumor
SRR1313130,RNA-Seq,100,8850986600,PRJNA251383,SAMN02821095,5972728858,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559781,GSM1401716,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:41:00Z,1,GSM1401716,ER+ Breast Cancer Primary Tumor,SRP042620,ER+ Breast Cancer Primary Tumor
SRR1313131,RNA-Seq,100,7882214300,PRJNA251383,SAMN02821109,5664420877,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559782,GSM1401717,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:43:00Z,1,GSM1401717,ER+ Breast Cancer Primary Tumor,SRP042620,ER+ Breast Cancer Primary Tumor
SRR1313132,RNA-Seq,100,7402680800,PRJNA251383,SAMN02821105,5157980157,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559783,GSM1401718,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:38:00Z,1,GSM1401718,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313133,RNA-Seq,100,6642803000,PRJNA251383,SAMN02821096,4632383105,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559784,GSM1401719,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:48:00Z,1,GSM1401719,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313134,RNA-Seq,100,6300717300,PRJNA251383,SAMN02821113,4392143227,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559785,GSM1401720,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:41:00Z,1,GSM1401720,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313135,RNA-Seq,100,10710839200,PRJNA251383,SAMN02821107,7570943628,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559786,GSM1401721,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:13:00Z,1,GSM1401721,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313136,RNA-Seq,100,5202502900,PRJNA251383,SAMN02821097,3719877643,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559787,GSM1401722,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:58:00Z,1,GSM1401722,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313137,RNA-Seq,100,8139725800,PRJNA251383,SAMN02821115,5828968642,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559788,GSM1401723,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:07:00Z,1,GSM1401723,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313138,RNA-Seq,100,7637605300,PRJNA251383,SAMN02821108,5471576635,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559789,GSM1401724,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:07:00Z,1,GSM1401724,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313139,RNA-Seq,100,7443488900,PRJNA251383,SAMN02821098,5440481512,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559790,GSM1401725,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:11:00Z,1,GSM1401725,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313140,RNA-Seq,100,8444447700,PRJNA251383,SAMN02821117,6165139434,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559791,GSM1401726,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:11:00Z,1,GSM1401726,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313141,RNA-Seq,100,9013522500,PRJNA251383,SAMN02821110,6454914310,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559792,GSM1401727,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:15:00Z,1,GSM1401727,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313142,RNA-Seq,100,8913224500,PRJNA251383,SAMN02821101,6427969427,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559793,GSM1401728,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:09:00Z,1,GSM1401728,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313143,RNA-Seq,100,9484317300,PRJNA251383,SAMN02821118,6716256997,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559794,GSM1401729,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:13:00Z,1,GSM1401729,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313144,RNA-Seq,100,8551243000,PRJNA251383,SAMN02821111,6090485027,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559795,GSM1401730,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:11:00Z,1,GSM1401730,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313145,RNA-Seq,100,8162055200,PRJNA251383,SAMN02821106,5814547892,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559796,GSM1401731,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:12:00Z,1,GSM1401731,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313146,RNA-Seq,100,6929576900,PRJNA251383,SAMN02821120,4805192670,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559797,GSM1401732,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:11:00Z,1,GSM1401732,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313147,RNA-Seq,100,8797512900,PRJNA251383,SAMN02821116,6117060126,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559798,GSM1401733,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:14:00Z,1,GSM1401733,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313148,RNA-Seq,100,8424237300,PRJNA251383,SAMN02821112,5847480097,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559799,GSM1401734,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:20:00Z,1,GSM1401734,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313149,RNA-Seq,100,6864955200,PRJNA251383,SAMN02821121,4673905624,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559800,GSM1401735,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:08:00Z,1,GSM1401735,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313150,RNA-Seq,100,8620496000,PRJNA251383,SAMN02821061,5938339808,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559801,GSM1401736,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:19:00Z,1,GSM1401736,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313151,RNA-Seq,100,7861568200,PRJNA251383,SAMN02821071,5413040714,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559802,GSM1401737,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:27:00Z,1,GSM1401737,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313152,RNA-Seq,100,7333050800,PRJNA251383,SAMN02821060,5024796065,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559803,GSM1401738,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:16:00Z,1,GSM1401738,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313153,RNA-Seq,100,8263253000,PRJNA251383,SAMN02821049,5627953193,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559804,GSM1401739,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:19:00Z,1,GSM1401739,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313154,RNA-Seq,100,7610851200,PRJNA251383,SAMN02821068,5198577310,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559805,GSM1401740,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:25:00Z,1,GSM1401740,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313155,RNA-Seq,100,7864064200,PRJNA251383,SAMN02821063,5549557120,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559806,GSM1401741,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:17:00Z,1,GSM1401741,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313156,RNA-Seq,100,8792308900,PRJNA251383,SAMN02821053,6201233931,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559807,GSM1401742,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:40:00Z,1,GSM1401742,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313157,RNA-Seq,100,11244269200,PRJNA251383,SAMN02821069,7955170698,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559808,GSM1401743,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:27:00Z,1,GSM1401743,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313158,RNA-Seq,100,8658199400,PRJNA251383,SAMN02821064,6073707757,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559809,GSM1401744,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:20:00Z,1,GSM1401744,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313159,RNA-Seq,100,10781629600,PRJNA251383,SAMN02821067,7442327064,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559810,GSM1401745,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:35:00Z,1,GSM1401745,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313160,RNA-Seq,100,6615396300,PRJNA251383,SAMN02821066,4552242562,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559811,GSM1401746,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:20:00Z,1,GSM1401746,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313161,RNA-Seq,100,7124315800,PRJNA251383,SAMN02821072,4894436757,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559812,GSM1401747,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:26:00Z,1,GSM1401747,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313162,RNA-Seq,100,6760335200,PRJNA251383,SAMN02821074,4647342618,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559813,GSM1401748,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:21:00Z,1,GSM1401748,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313163,RNA-Seq,100,6076628400,PRJNA251383,SAMN02821070,4159091823,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559814,GSM1401749,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:21:00Z,1,GSM1401749,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313164,RNA-Seq,100,5222635700,PRJNA251383,SAMN02821073,3469222114,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559815,GSM1401750,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:24:00Z,1,GSM1401750,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313165,RNA-Seq,100,8267410600,PRJNA251383,SAMN02821075,5684370827,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559816,GSM1401751,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:33:00Z,1,GSM1401751,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313166,RNA-Seq,100,7106080300,PRJNA251383,SAMN02821077,4890235058,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559817,GSM1401752,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:34:00Z,1,GSM1401752,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313167,RNA-Seq,100,7522074700,PRJNA251383,SAMN02821079,5213364820,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559818,GSM1401753,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:32:00Z,1,GSM1401753,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313168,RNA-Seq,100,4971937300,PRJNA251383,SAMN02821076,3369280505,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559819,GSM1401754,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:40:00Z,1,GSM1401754,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313169,RNA-Seq,100,5657112300,PRJNA251383,SAMN02821078,3834826596,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559820,GSM1401755,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:56:00Z,1,GSM1401755,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313170,RNA-Seq,100,4819960700,PRJNA251383,SAMN02821080,3353330170,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559821,GSM1401756,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:36:00Z,1,GSM1401756,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313171,RNA-Seq,100,4467249400,PRJNA251383,SAMN02821083,3133972399,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559822,GSM1401757,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:38:00Z,1,GSM1401757,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313172,RNA-Seq,100,5020820800,PRJNA251383,SAMN02821081,3550043707,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559823,GSM1401758,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:39:00Z,1,GSM1401758,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313173,RNA-Seq,100,5239061600,PRJNA251383,SAMN02821082,3725973110,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559824,GSM1401759,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:42:00Z,1,GSM1401759,Triple Negative Breast Cancer Primary Tumor,SRP042620,Triple Negative Breast Cancer Primary Tumor
SRR1313174,RNA-Seq,100,4818795400,PRJNA251383,SAMN02821084,3246624111,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559825,GSM1401760,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T12:36:00Z,1,GSM1401760,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313175,RNA-Seq,100,6054753300,PRJNA251383,SAMN02821086,4251093975,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559826,GSM1401761,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T12:41:00Z,1,GSM1401761,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313176,RNA-Seq,100,7000360500,PRJNA251383,SAMN02821087,4918677012,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559827,GSM1401762,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T12:52:00Z,1,GSM1401762,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313177,RNA-Seq,100,5503201700,PRJNA251383,SAMN02821090,3758937219,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559828,GSM1401763,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T12:43:00Z,1,GSM1401763,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313178,RNA-Seq,100,6726828600,PRJNA251383,SAMN02821029,4676916944,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559829,GSM1401764,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T12:48:00Z,1,GSM1401764,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313179,RNA-Seq,100,4399791800,PRJNA251383,SAMN02821031,2940915922,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559830,GSM1401765,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T12:46:00Z,1,GSM1401765,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
