"gene_id","gene_name","gene_biotype","baseMean","log2FoldChange","pvalue","padj","direction"
"ENSG00000071575","TRIB2","protein_coding",1802.78481323945,-1.0619557922596,0.00467205031546545,0.0291083449772601,"Higher_in_TNBC"
"ENSG00000159871","LYPD5","protein_coding",689.109039480234,-1.21373839344719,0.00467441734861804,0.0291135406527572,"Higher_in_TNBC"
"ENSG00000180061","TMEM150B","protein_coding",103.734816973656,-0.892968401078115,0.00469561686736987,0.0292168297219377,"Higher_in_TNBC"
"ENSG00000196141","SPATS2L","protein_coding",3731.04538403818,-0.859941751139988,0.00470835596488148,0.0292673256213091,"Higher_in_TNBC"
"ENSG00000010818","HIVEP2","protein_coding",888.876775780626,-0.858791742131534,0.00471062871080168,0.0292718714718992,"Higher_in_TNBC"
"ENSG00000102921","N4BP1","protein_coding",1607.9154973437,-0.693188152948333,0.00472608468107237,0.0293391134663499,"Higher_in_TNBC"
"ENSG00000138095","LRPPRC","protein_coding",4989.34221381877,-0.842878568688436,0.0047253542604114,0.0293391134663499,"Higher_in_TNBC"
"ENSG00000158887","MPZ","protein_coding",129.807552010201,-1.73586397628857,0.00474380556196113,0.0294394992227588,"Higher_in_TNBC"
"ENSG00000092445","TYRO3","protein_coding",1812.30489900055,-0.820285539928048,0.0047475034958782,0.0294528230600219,"Higher_in_TNBC"
"ENSG00000147905","ZCCHC7","protein_coding",1141.09351892682,-0.64088301350425,0.00476861569536305,0.0295548342215876,"Higher_in_TNBC"
"ENSG00000260456","C16orf95","protein_coding",230.206372462133,-1.0481464366769,0.0047679399352691,0.0295548342215876,"Higher_in_TNBC"
"ENSG00000104613","INTS10","protein_coding",1641.00747732082,-0.732321966220566,0.00478366398099863,0.0296287602736999,"Higher_in_TNBC"
"ENSG00000213949","ITGA1","protein_coding",1342.98087245067,-0.759467483137819,0.00478918876286942,0.0296533076644572,"Higher_in_TNBC"
"ENSG00000148346","LCN2","protein_coding",165.24012167181,-1.76698422124898,0.00479629948462589,0.0296779821482716,"Higher_in_TNBC"
"ENSG00000183137","CEP57L1","protein_coding",1662.64675801078,-0.676091966846526,0.00481797649731613,0.0297636218881045,"Higher_in_TNBC"
"ENSG00000026025","VIM","protein_coding",23739.5132321938,-1.29288529078577,0.0048383408897216,0.0298797052018905,"Higher_in_TNBC"
"ENSG00000009790","TRAF3IP3","protein_coding",545.015168128761,-1.3513305381423,0.00484805863920899,0.0299212653087706,"Higher_in_TNBC"
"ENSG00000134222","PSRC1","protein_coding",755.00446283857,-0.990403759219943,0.00485047038676475,0.0299254167136655,"Higher_in_TNBC"
"ENSG00000138160","KIF11","protein_coding",1161.75753651096,-1.11729556362194,0.00486617452539295,0.0300028098172767,"Higher_in_TNBC"
"ENSG00000107614","TRDMT1","protein_coding",684.320343139951,-0.670373143395163,0.00489110219879662,0.0301202837287238,"Higher_in_TNBC"
