"missing_transcript_id"
"ENST00000633765.1"
"ENST00000633353.1"
"ENST00000633504.1"
"ENST00000631803.1"
"ENST00000633379.1"
"ENST00000632473.1"
"ENST00000632911.2"
"ENST00000632609.2"
"ENST00000634176.1"
"ENST00000633265.1"
"ENST00000633313.1"
"ENST00000632187.1"
"ENST00000634111.1"
"ENST00000632248.1"
"ENST00000631824.1"
"ENST00000610439.4"
"ENST00000631663.1"
"ENST00000632638.1"
"ENST00000633790.1"
"ENST00000632021.1"
"ENST00000634123.1"
"ENST00000631392.1"
"ENST00000633283.1"
"ENST00000632829.1"
"ENST00000631427.1"
"ENST00000633466.1"
"ENST00000631882.1"
"ENST00000631511.1"
"ENST00000633575.1"
"ENST00000633328.1"
"ENST00000631559.1"
"ENST00000633842.1"
"ENST00000632560.1"
"ENST00000619125.2"
"ENST00000633796.1"
"ENST00000633696.1"
"ENST00000633072.1"
"ENST00000631548.1"
"ENST00000632432.1"
"ENST00000631639.1"
"ENST00000632828.1"
"ENST00000633244.1"
"ENST00000634093.1"
"ENST00000632713.1"
"ENST00000632216.1"
"ENST00000633472.1"
"ENST00000633092.1"
"ENST00000632016.1"
"ENST00000631471.1"
"ENST00000632425.1"
"ENST00000633292.1"
"ENST00000631690.1"
"ENST00000633963.1"
"ENST00000634198.1"
"ENST00000631835.1"
"ENST00000622053.4"
"ENST00000632136.1"
"ENST00000633501.1"
"ENST00000631521.1"
"ENST00000633896.1"
"ENST00000631705.1"
"ENST00000634062.1"
"ENST00000632178.1"
"ENST00000622473.2"
"ENST00000632774.1"
"ENST00000631402.1"
"ENST00000631466.1"
"ENST00000610670.2"
"ENST00000618981.2"
"ENST00000621803.2"
"ENST00000631539.1"
"ENST00000626472.2"
"ENST00000633698.1"
"ENST00000632585.1"
"ENST00000632205.1"
"ENST00000632891.1"
"ENST00000633273.1"
"ENST00000631614.2"
"ENST00000633250.1"
"ENST00000632088.2"
"ENST00000632502.1"
"ENST00000632229.1"
"ENST00000632887.1"
"ENST00000632011.1"
"ENST00000632822.1"
"ENST00000631531.1"
"ENST00000634204.1"
"ENST00000631699.1"
"ENST00000632910.1"
"ENST00000633682.1"
"ENST00000633851.1"
"ENST00000632835.1"
"ENST00000632384.1"
"ENST00000632811.1"
"ENST00000631411.1"
"ENST00000632103.1"
"ENST00000632151.1"
"ENST00000633490.1"
"ENST00000612474.2"
"ENST00000633833.1"
"ENST00000632977.1"
"ENST00000631807.1"
"ENST00000632980.1"
"ENST00000633618.1"
"ENST00000633752.1"
"ENST00000633147.1"
"ENST00000631869.1"
"ENST00000632225.1"
"ENST00000631826.1"
"ENST00000632959.1"
"ENST00000633426.1"
"ENST00000632457.1"
"ENST00000631710.1"
"ENST00000633988.1"
"ENST00000620764.2"
"ENST00000632846.1"
"ENST00000619078.2"
"ENST00000632173.1"
"ENST00000614315.1"
"ENST00000632296.1"
"ENST00000633040.1"
"ENST00000633446.1"
"ENST00000633602.1"
"ENST00000632052.1"
"ENST00000560724.3"
"ENST00000631785.1"
"ENST00000632614.1"
"ENST00000631708.1"
"ENST00000632960.1"
"ENST00000632005.1"
"ENST00000633570.1"
"ENST00000615784.2"
"ENST00000632882.1"
"ENST00000631379.1"
"ENST00000632211.1"
"ENST00000633987.1"
"ENST00000633350.1"
"ENST00000633299.1"
"ENST00000632105.1"
"ENST00000628287.1"
"ENST00000630493.1"
"ENST00000626489.1"
"ENST00000627132.1"
"ENST00000628219.1"
"ENST00000626108.1"
"ENST00000633209.1"
"ENST00000632228.1"
"ENST00000633507.1"
"ENST00000631600.1"
"ENST00000633891.1"
"ENST00000633188.1"
"ENST00000633660.1"
"ENST00000632996.1"
"ENST00000633936.1"
"ENST00000634213.1"
"ENST00000631840.1"
"ENST00000634149.1"
"ENST00000631745.1"
"ENST00000633836.1"
"ENST00000707315.1"
"ENST00000707316.1"
"ENST00000707313.1"
"ENST00000707314.1"
"ENST00000707468.1"
"ENST00000707467.1"
"ENST00000707469.1"
"ENST00000707466.1"
"ENST00000707470.1"
"ENST00000707472.1"
"ENST00000707471.1"
"ENST00000707473.1"
"ENST00000707474.1"
"ENST00000707475.1"
"ENST00000707478.1"
"ENST00000707477.1"
"ENST00000707476.1"
"ENST00000707479.1"
"ENST00000707480.1"
"ENST00000707484.1"
"ENST00000707481.1"
"ENST00000707483.1"
"ENST00000707487.1"
"ENST00000707486.1"
"ENST00000707482.1"
"ENST00000707485.1"
"ENST00000707488.1"
"ENST00000707489.1"
"ENST00000707490.1"
"ENST00000672610.1"
"ENST00000707493.1"
"ENST00000707495.1"
"ENST00000710353.1"
"ENST00000673238.1"
"ENST00000707496.1"
"ENST00000707497.1"
"ENST00000707498.1"
"ENST00000673544.1"
"ENST00000707494.1"
"ENST00000672298.1"
"ENST00000672062.1"
"ENST00000673583.1"
"ENST00000570683.3"
"ENST00000573647.2"
"ENST00000672066.1"
"ENST00000672379.1"
"ENST00000575738.1"
"ENST00000576733.2"
"ENST00000574192.2"
"ENST00000626711.1"
"ENST00000573400.1"
"ENST00000574644.1"
"ENST00000574800.2"
"ENST00000627176.1"
"ENST00000626074.1"
"ENST00000671708.1"
"ENST00000673258.1"
"ENST00000672538.1"
"ENST00000672343.1"
"ENST00000672485.1"
"ENST00000672201.1"
"ENST00000672505.1"
"ENST00000671794.1"
"ENST00000671931.1"
"ENST00000673369.1"
"ENST00000672991.1"
"ENST00000672633.1"
"ENST00000672705.1"
"ENST00000673364.1"
"ENST00000671977.1"
"ENST00000673585.1"
"ENST00000672655.1"
"ENST00000672496.1"
"ENST00000672259.1"
"ENST00000673154.1"
"ENST00000672501.1"
"ENST00000672511.1"
"ENST00000634171.3"
"ENST00000707491.1"
"ENST00000707492.1"
"ENST00000632257.1"
"ENST00000632563.2"
"ENST00000633392.1"
"ENST00000633146.1"
"ENST00000355096.4"
"ENST00000632388.1"
"ENST00000632873.1"
"ENST00000633863.1"
"ENST00000632295.1"
"ENST00000631964.1"
"ENST00000633805.3"
"ENST00000633810.2"
"ENST00000634012.1"
"ENST00000632559.1"
"ENST00000633532.1"
"ENST00000571130.1"
"ENST00000573911.1"
"ENST00000633914.1"
"ENST00000633074.1"
"ENST00000575017.3"
"ENST00000639526.1"
"ENST00000632392.3"
"ENST00000632952.1"
"ENST00000631760.1"
"ENST00000632222.1"
"ENST00000631283.1"
"ENST00000707386.1"
"ENST00000632307.2"
"ENST00000707389.1"
"ENST00000707387.1"
"ENST00000707388.1"
"ENST00000713586.1"
"ENST00000632108.2"
